"UserID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Happy","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","votes","sumNA","VQ_ratio"
1470,1970,"Male","$75,000 - $100,000","Married (w/kids)","High School Diploma","Independent",1,"Yes","No","No","Yes","No","Yes","Public","No","No","No","Yes","No","No","Yes","Science","Try first","No","Yes","Yes","Yes","Giving","Yes","Yes","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","No","No","Yes","Yes","P.M.","Yes","End","Yes","No","Me","Yes","No","No","No","No","Mysterious","No","Yes","Tunes","People","Yes","No","Yes","No","No","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",29,72,0.26605504587156
1471,1989,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Independent",1,"No","No","No","No","No","No","Private","No","Yes","Yes","Yes","Yes","Yes","No","Art","Try first","No","Yes","Yes","No","Giving","No","No","Idealist","Yes","Yes","Cool headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","No","End","Yes","Yes","Me","No","No","Yes","No","No","Mysterious","No","Yes","Talk","People","Yes","Yes","Yes","Yes","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","Yes","No","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Rent","Optimist","Dad","Yes","No","Yes","Yes","Nope","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No",56,45,0.513761467889908
1480,1950,"Male","$75,000 - $100,000","Single (no kids)","High School Diploma","Independent",0,"Yes","Yes","No","No","No","Yes","Private","No","Yes","No","No","Yes","No","Yes","Science","Try first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Me","No","Yes","Yes","Yes","No","Mysterious","No","No","Talk","Technology","No","No","Yes","Yes","No","Supportive","No","Mac","No","Cautious","No","Umm...","No","Space","No","Online","No","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","No","No","Yes","No","Yes","No","Yes","No","Rent","Pessimist","Mom","Yes","Yes","No","No","Check!","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No",23,79,0.211009174311927
1481,1968,"Male","$75,000 - $100,000","Married (w/kids)","Master's Degree","Republican",1,"No","No","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","No","No","Yes","Yes","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","Yes","No","No","Mysterious","No","Yes","Tunes","People","Yes","Yes","No","No","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",101,0,0.926605504587156
1483,1950,"Male","$100,001 - $150,000","Married (w/kids)","Master's Degree","Democrat",0,"No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","No","No","Yes","Yes","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","No","No","Yes","Yes","No","Mysterious","Yes","Yes","Tunes","People","Yes","No","No","No","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","No","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","Own","Optimist","Mom","No","Yes","No","Yes","Nope","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No",99,2,0.908256880733945
1484,1967,"Male","over $150,000","Married (w/kids)","High School Diploma","Republican",1,"No","Yes","No","Yes","No","Yes","Public","Yes","Yes","No","No","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","Yes","Giving","Yes","No","Idealist","Yes","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Me","No","Yes","Yes","Yes","Yes","TMI","Yes","No","Talk","Technology","No","Yes","Yes","No","No","Demanding","No","PC","No","Cautious","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","No","No","No","Yes","No","Yes","No","Own","Pessimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",90,11,0.825688073394495
1487,1961,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Republican",1,"No","Yes","No","Yes","Yes","Yes","Public","Yes","Yes","No","No","No","No","Yes","Science","Study first","No","No","Yes","No","Giving","Yes","No","Pragmatist","No","No","Hot headed","Odd hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","Yes","Me","Yes","No","No","No","No","Mysterious","Yes","Yes","Tunes","People","Yes","No","Yes","No","No","Demanding","Yes","PC","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","No","Yes","Grrr people","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","Rent","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",101,1,0.926605504587156
1488,1984,"Male","$25,001 - $50,000","Single (no kids)","Associate's Degree","Independent",0,"No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Try first","Yes","No","No","Yes","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","No","Yes","No","Yes","P.M.","No","End","Yes","No","Me","Yes","No","Yes","No","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","No","No","Supportive","No","PC","No","Risk-friendly","No","Umm...","No","Space","No","In-person","Yes","No","No","No","Grrr people","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","Own","Pessimist","Mom","No","Yes","No","Yes","Nope","Yes","Yes","No","Yes","No","No","Yes","No","No","No",80,21,0.73394495412844
1489,1946,"Female","$75,000 - $100,000","Single (no kids)","Bachelor's Degree","Republican",1,"No","No","No","No","Yes","No","Public","Yes","Yes","No","Yes","Yes","No","Yes","Art","Study first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","No","No","No","No","Yes","Mysterious","No","No","Talk","Technology","Yes","Yes","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","Online","Yes","Yes","Yes","No","Grrr people","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",78,24,0.715596330275229
1490,1997,"Female","$100,001 - $150,000","Single (no kids)","Current K-12","Independent",0,"No","Yes","No","No","Yes","Yes","Public","No","No","No","No","No","No","Yes","Science","Try first","No","Yes","No","Yes","Receiving","Yes","Yes","Pragmatist","No","No","Hot headed","Standard hours","No","Right","Yes","No","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","Yes","Mysterious","No","No","Talk","People","No","No","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Own","Pessimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",100,1,0.917431192660551
1491,1994,"Male","$25,001 - $50,000","Single (no kids)","Current Undergraduate","Independent",0,"No","Yes","No","No","No","No","Public","Yes","Yes","Yes","Yes","No","Yes","No","Science","Study first","No","No","Yes","Yes","Receiving","Yes","Yes","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","Yes","Yes","Supportive","No","Mac","No","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","No","No","No","No","No","No","No","Yes","No","No","No","No","Rent","Optimist","Dad","No","Yes","Yes","Yes","Nope","No","No","No","Yes","Yes","No","Yes","No","No","No",42,60,0.385321100917431
1492,1986,"Male","$50,000 - $74,999","Married (no kids)","Current Undergraduate","Republican",1,"No","Yes","No","No","No","No","Public","No","Yes","No","Yes","Yes","Yes","No","Science","Study first","No","Yes","No","No","Giving","No","No","Pragmatist","Yes","No","Hot headed","Odd hours","No","Right","No","Yes","Yes","No","P.M.","No","Start","Yes","Yes","Me","Yes","Yes","No","Yes","Yes","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","No","No","Demanding","No","Mac","No","Cautious","No","Yes!","No","Socialize","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",99,2,0.908256880733945
1494,1971,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Democrat",0,"No","Yes","Yes","No","No","No","Public","No","Yes","Yes","No","No","No","Yes","Science","Study first","No","No","No","Yes","Receiving","Yes","Yes","Idealist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","End","Yes","Yes","Me","Yes","No","Yes","No","No","TMI","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","Yes","Yes!","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","Yes","No","No","Yes","No","No","Yes","No","Yes","No","No","No","Own","Pessimist","Mom","No","No","Yes","No","Check!","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes",93,8,0.853211009174312
1495,1992,"Female","under $25,000","Single (no kids)","Current Undergraduate","Republican",1,"No","Yes","No","No","No","Yes","Private","No","Yes","Yes","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","No","No","Pragmatist","No","No","Cool headed","Odd hours","No","Right","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Circumstances","No","No","No","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","No","Yes","Demanding","No","PC","No","Cautious","Yes","Umm...","No","Space","Yes","In-person","No","Yes","Yes","No","Grrr people","No","No","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Rent","Pessimist","Dad","No","No","Yes","Yes","Check!","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes",101,0,0.926605504587156
1496,1987,"Female","under $25,000","Single (no kids)","Current K-12","Libertarian",1,"Yes","Yes","No","No","No","Yes","Public","No","Yes","No","No","Yes","No","No","Art","Study first","Yes","No","Yes","No","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","No","Me","No","Yes","No","No","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Demanding","Yes","PC","No","Cautious","Yes","Yes!","Yes","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Own","Pessimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","Yes","No","No",100,5,0.917431192660551
1497,1987,"Female","$50,000 - $74,999","Married (w/kids)","High School Diploma","Independent",1,"No","Yes","No","No","No","Yes","Private","Yes","Yes","No","No","No","No","Yes","Science","Study first","Yes","No","Yes","No","Giving","Yes","Yes","Idealist","No","No","Cool headed","Odd hours","Yes","Right","Yes","Yes","No","No","P.M.","No","End","Yes","No","Me","Yes","No","Yes","No","No","TMI","No","No","Talk","People","Yes","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","Yes","No","No","Yes","No","Yes","No","Yes","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",101,0,0.926605504587156
1498,1976,"Male","$100,001 - $150,000","Married (no kids)","High School Diploma","Republican",1,"Yes","No","No","Yes","No","Yes","Public","Yes","Yes","No","No","No","No","Yes","Art","Try first","Yes","Yes","Yes","Yes","Giving","Yes","Yes","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","End","Yes","Yes","Me","Yes","No","No","Yes","Yes","TMI","Yes","No","Tunes","Technology","Yes","Yes","No","No","No","Demanding","No","PC","No","Cautious","No","Umm...","Yes","Space","No","In-person","No","Yes","No","Yes","Grrr people","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","Yes","Own","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No",22,79,0.201834862385321
1500,1981,"Male","$25,001 - $50,000","Married (w/kids)","High School Diploma","Libertarian",0,"Yes","Yes","Yes","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","No","Yes","No","Giving","No","Yes","Idealist","No","Yes","Hot headed","Odd hours","No","Right","Yes","No","Yes","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","Yes","Yes","TMI","Yes","Yes","Talk","People","No","Yes","Yes","No","Yes","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","Rent","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",100,1,0.917431192660551
1501,1978,"Male","$50,000 - $74,999","Single (no kids)","Current K-12","Libertarian",0,"Yes","No","Yes","No","Yes","Yes","Public","No","No","No","No","No","No","Yes","Science","Study first","Yes","Yes","No","No","Giving","Yes","No","Pragmatist","Yes","No","Hot headed","Standard hours","Yes","Right","No","Yes","No","No","A.M.","Yes","End","Yes","Yes","Me","Yes","No","Yes","No","No","Mysterious","No","Yes","Tunes","Technology","Yes","No","Yes","Yes","No","Demanding","No","Mac","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","No","Yes","No","No","No","No","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","No",98,6,0.899082568807339
1504,1983,"Male","$75,000 - $100,000","Single (w/kids)","Associate's Degree","Other",1,"Yes","Yes","Yes","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","Yes","Yes","No","Receiving","Yes","No","Pragmatist","Yes","No","Cool headed","Standard hours","No","Right","No","Yes","Yes","No","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","Yes","No","Yes","No","Mysterious","Yes","Yes","Tunes","Technology","No","Yes","Yes","Yes","Yes","Demanding","Yes","PC","Yes","Risk-friendly","No","Umm...","Yes","Space","No","In-person","No","No","Yes","Yes","Yay people!","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","No","Yes","Rent","Pessimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","Yes",64,37,0.587155963302752
1506,1978,"Male","$25,001 - $50,000","Single (no kids)","Associate's Degree","Republican",0,"Yes","Yes","No","Yes","No","Yes","Public","Yes","Yes","Yes","Yes","No","No","Yes","Science","Try first","Yes","No","Yes","Yes","Giving","Yes","Yes","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","No","No","Yes","No","P.M.","Yes","End","Yes","No","Me","No","No","No","No","No","TMI","Yes","No","Tunes","People","No","Yes","Yes","Yes","No","Supportive","No","Mac","No","Cautious","No","Umm...","Yes","Space","No","In-person","No","Yes","No","Yes","Grrr people","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","No","Rent","Pessimist","Dad","Yes","Yes","No","No","Nope","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes",68,33,0.623853211009174
1508,1987,"Male","$50,000 - $74,999","Single (no kids)","Current Undergraduate","Libertarian",1,"No","Yes","No","Yes","Yes","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","No","Yes","No","Yes","Giving","No","No","Idealist","No","No","Cool headed","Standard hours","No","Right","No","Yes","Yes","Yes","P.M.","Yes","Start","Yes","Yes","Me","No","No","Yes","Yes","No","Mysterious","Yes","No","Tunes","People","Yes","No","Yes","No","No","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","No","Yes","Yes","No","No","No","Yes","No","Yes","Rent","Optimist","Dad","No","Yes","No","Yes","Nope","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",90,11,0.825688073394495
1509,1978,"Male","under $25,000","Single (no kids)","Associate's Degree","Independent",1,"No","Yes","No","Yes","Yes","Yes","Public","No","Yes","Yes","Yes","Yes","No","Yes","Science","Try first","No","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","No","Right","Yes","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","Yes","Yes","TMI","Yes","No","Tunes","Technology","No","Yes","No","No","Yes","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","Yes","Yes","Yes","No","No","No","No","Yes","No","Yes","No","Yes","Rent","Optimist","Mom","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",93,8,0.853211009174312
1510,1987,"Male","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","Republican",1,"No","No","No","Yes","Yes","Yes","Public","No","No","No","No","Yes","Yes","Yes","Science","Study first","No","No","No","No","Giving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Circumstances","No","Yes","Yes","Yes","Yes","Mysterious","Yes","No","Tunes","People","Yes","No","No","No","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","No","Yes","No","No","No","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",99,2,0.908256880733945
1512,1987,"Male","under $25,000","Single (no kids)","Associate's Degree","Republican",1,"Yes","Yes","No","Yes","Yes","No","Public","No","Yes","Yes","No","No","No","Yes","Art","Try first","Yes","No","No","Yes","Giving","Yes","Yes","Idealist","Yes","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Circumstances","No","No","Yes","No","No","Mysterious","No","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","Online","Yes","No","No","Yes","Grrr people","Yes","No","Yes","No","No","Yes","No","Yes","No","No","Yes","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No",101,0,0.926605504587156
1514,1948,"Male","over $150,000","Married (no kids)","Doctoral Degree","Democrat",1,"No","No","No","Yes","No","Yes","Public","No","Yes","No","No","No","Yes","Yes","Science","Study first","No","Yes","Yes","No","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Odd hours","No","Right","No","Yes","Yes","No","A.M.","Yes","End","Yes","Yes","Me","No","Yes","Yes","Yes","No","TMI","No","No","Talk","Technology","No","No","Yes","Yes","Yes","Supportive","No","Mac","No","Cautious","Yes","Umm...","No","Space","Yes","Online","No","No","Yes","No","Yay people!","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Own","Optimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","No","No","No","Yes","No","No","Yes",101,0,0.926605504587156
1515,1984,"Female","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Libertarian",0,"Yes","No","Yes","Yes","Yes","Yes","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","No","Giving","Yes","No","Pragmatist","Yes","No","Hot headed","Standard hours","Yes","Right","Yes","Yes","No","No","A.M.","No","Start","Yes","No","Circumstances","No","Yes","No","Yes","Yes","TMI","No","No","Tunes","Technology","No","No","Yes","No","No","Supportive","No","PC","Yes","Cautious","Yes","Yes!","No","Space","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","No","No","No","Yes","No","Yes","Yes","No","Rent","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","No","Yes","Yes","No","No","Yes",33,68,0.302752293577982
1517,1971,"Female","$50,000 - $74,999","Domestic Partners (no kids)","High School Diploma","Republican",1,"Yes","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","Yes","No","Yes","Yes","Giving","Yes","No","Idealist","No","Yes","Hot headed","Odd hours","No","Right","Yes","Yes","Yes","No","P.M.","No","End","Yes","No","Me","Yes","Yes","No","No","Yes","Mysterious","No","No","Tunes","Technology","No","No","No","No","No","Demanding","Yes","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Yay people!","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Own","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","No",25,76,0.229357798165138
1518,1976,"Male","over $150,000","Single (no kids)","Master's Degree","Independent",1,"Yes","Yes","No","Yes","No","Yes","Public","Yes","Yes","Yes","Yes","No","No","Yes","Science","Try first","Yes","Yes","Yes","Yes","Giving","No","No","Idealist","No","No","Cool headed","Odd hours","Yes","Right","Yes","Yes","No","Yes","A.M.","Yes","End","Yes","No","Circumstances","Yes","No","Yes","Yes","No","Mysterious","Yes","No","Talk","People","No","No","Yes","Yes","Yes","Supportive","No","PC","Yes","Risk-friendly","Yes","Yes!","No","Socialize","No","In-person","No","Yes","No","Yes","Yay people!","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Own","Optimist","Dad","Yes","No","No","Yes","Check!","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes",40,62,0.36697247706422
1519,1993,"Male","$25,001 - $50,000","Single (no kids)","Current Undergraduate","Other",0,"No","No","No","No","No","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Art","Study first","Yes","No","Yes","No","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","No","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","Yes","Yes","TMI","No","No","Talk","People","No","No","Yes","Yes","No","Supportive","No","PC","Yes","Risk-friendly","Yes","Umm...","No","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","Rent","Optimist","Mom","Yes","No","No","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","No",64,37,0.587155963302752
1520,1942,"Female","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Independent",1,"No","No","No","No","No","Yes","Public","Yes","Yes","No","No","No","No","No","Art","Study first","No","Yes","No","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","Yes","Yes","Mysterious","No","No","Tunes","People","No","No","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","Own","Optimist","Mom","No","Yes","No","No","Nope","Yes","No","No","No","Yes","No","Yes","No","No","Yes",96,5,0.880733944954128
1521,1990,"Male","$100,001 - $150,000","Single (no kids)","Bachelor's Degree","Other",0,"No","No","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Art","Try first","No","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","Yes","No","No","Yes","No","TMI","Yes","No","Tunes","People","No","No","Yes","Yes","Yes","Demanding","No","PC","No","Cautious","Yes","Yes!","No","Socialize","Yes","Online","No","No","Yes","Yes","Yay people!","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Rent","Optimist","Dad","No","No","No","Yes","Check!","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes",101,0,0.926605504587156
1523,1949,"Female","$25,001 - $50,000","Married (no kids)","Associate's Degree","Democrat",1,"No","Yes","No","No","No","No","Public","Yes","Yes","No","No","No","No","No","Science","Study first","Yes","No","No","Yes","Giving","Yes","No","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","Yes","Me","No","Yes","Yes","Yes","No","TMI","Yes","Yes","Tunes","Technology","No","No","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Own","Pessimist","Dad","No","Yes","Yes","No","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No",97,5,0.889908256880734
1524,1973,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Independent",1,"No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","No","No","Science","Try first","No","Yes","No","No","Giving","No","No","Idealist","No","Yes","Hot headed","Odd hours","Yes","Happy","No","Yes","No","No","P.M.","Yes","End","Yes","No","Me","No","No","Yes","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","No","No","Yes","Only-child","No","No","Yes",84,17,0.770642201834862
