"UserID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","votes","sumNA","VQ_ratio"
1132,1995,"Male","$100,001 - $150,000","Single (no kids)","High School Diploma","Democrat","No","No","No","No","No","Yes","Public","Yes","Yes","Yes","No","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","No","Receiving","No","No","Idealist","No","No","Hot headed","Standard hours","Yes","Right","Yes","Yes","No","No","A.M.","No","Start","Yes","No","Circumstances","No","Yes","No","Yes","Yes","Mysterious","Yes","No","Tunes","Technology","No","No","Yes","Yes","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","No","Yay people!","No","No","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Own","Pessimist","Dad","No","No","Yes","Yes","Check!","Yes","No","Yes","No","Yes","No","Yes","No","No","Yes",101,0,0.926605504587156
1136,1975,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","Independent","No","No","No","No","Yes","No","Public","No","No","No","No","No","No","Yes","Science","Study first","No","No","Yes","No","Giving","Yes","No","Idealist","No","Yes","Cool headed","Standard hours","Yes","Happy","No","No","No","No","A.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","No","Yes","No","Mysterious","Yes","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","Yes","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","Own","Pessimist","Dad","No","No","Yes","Yes","Check!","Yes","No","Yes","No","No","Yes","Yes","No","No","Yes",101,0,0.926605504587156
1139,1996,"Female","$75,000 - $100,000","Single (no kids)","Current K-12","Democrat","Yes","Yes","No","No","Yes","Yes","Public","Yes","No","Yes","Yes","Yes","No","Yes","Art","Try first","No","No","No","No","Giving","No","Yes","Idealist","No","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","No","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","Yes","Tunes","People","Yes","Yes","No","No","No","Demanding","No","Mac","No","Cautious","Yes","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","Own","Optimist","Mom","No","No","Yes","No","Nope","Yes","No","No","Yes","No","Yes","Only-child","No","Yes","No",100,4,0.917431192660551
1151,1970,"Male","$100,001 - $150,000","Married (w/kids)","Master's Degree","Libertarian","No","No","No","Yes","No","Yes","Public","No","Yes","No","No","No","Yes","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Right","No","Yes","No","Yes","P.M.","Yes","End","Yes","Yes","Me","Yes","No","Yes","Yes","Yes","Mysterious","No","Yes","Tunes","People","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","Own","Optimist","Mom","No","No","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",98,3,0.899082568807339
1152,1957,"Female","under $25,000","Domestic Partners (no kids)","Bachelor's Degree","Republican","No","No","No","No","Yes","No","Public","No","No","No","No","No","No","Yes","Art","Study first","Yes","Yes","Yes","Yes","Giving","Yes","No","Idealist","Yes","Yes","Cool headed","Standard hours","No","Happy","No","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","Yes","No","Yes","Mysterious","No","Yes","Tunes","People","Yes","Yes","No","No","Yes","Demanding","Yes","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","No","Yes","Yes","No","Grrr people","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Own","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",85,16,0.779816513761468
1153,1975,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Republican","Yes","No","No","Yes","No","Yes","Public","Yes","No","Yes","Yes","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","No","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start","No","No","Me","No","No","Yes","No","Yes","TMI","Yes","No","Talk","Technology","Yes","No","No","No","No","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","No","Online","No","Yes","No","No","Yay people!","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No",32,69,0.293577981651376
1155,1941,"Female","over $150,000","Married (w/kids)","Master's Degree","Independent","No","Yes","No","No","No","Yes","Public","No","Yes","No","No","No","Yes","Yes","Science","Study first","Yes","No","No","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","Start","No","No","Circumstances","No","No","Yes","Yes","Yes","TMI","No","Yes","Tunes","People","Yes","Yes","Yes","Yes","Yes","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","Own","Optimist","Mom","No","Yes","No","No","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No",96,7,0.880733944954128
1158,1985,"Female","$25,001 - $50,000","Single (no kids)","Associate's Degree","Independent","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","No","Art","Study first","No","Yes","Yes","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","Yes","No","Yes","No","A.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","No","No","Mysterious","No","No","Tunes","Technology","Yes","No","Yes","No","Yes","Supportive","Yes","PC","Yes","Cautious","No","Yes!","Yes","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","Rent","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",51,50,0.467889908256881
1161,1973,"Male","$75,000 - $100,000","Married (w/kids)","High School Diploma","Independent","No","No","No","Yes","No","No","Public","No","Yes","No","No","No","No","Yes","Science","Try first","No","Yes","Yes","Yes","Giving","No","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","No","No","Yes","A.M.","No","End","Yes","Yes","Me","Yes","Yes","Yes","No","No","TMI","Yes","Yes","Talk","Technology","No","Yes","No","No","No","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","No","Yes","Grrr people","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","Yes","Rent","Optimist","Mom","Yes","Yes","No","Yes","Check!","No","No","No","Yes","Yes","No","Yes","No","No","No",101,0,0.926605504587156
1165,1983,"Female","$100,001 - $150,000","Married (no kids)","Bachelor's Degree","Democrat","No","No","No","Yes","Yes","Yes","Private","Yes","Yes","No","Yes","No","No","Yes","Art","Try first","Yes","Yes","Yes","No","Giving","No","Yes","Pragmatist","No","No","Cool headed","Odd hours","No","Right","No","Yes","No","No","P.M.","No","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","TMI","No","Yes","Tunes","Technology","No","Yes","Yes","Yes","Yes","Demanding","Yes","PC","No","Risk-friendly","Yes","Umm...","No","Socialize","Yes","In-person","No","Yes","No","No","Yay people!","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Own","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","No","Yes","No","Yes","No","No","Yes",35,66,0.321100917431193
1166,1988,"Male","$25,001 - $50,000","Married (w/kids)","Bachelor's Degree","Republican","Yes","No","No","Yes","No","No","Private","Yes","Yes","No","Yes","No","No","Yes","Art","Study first","Yes","No","Yes","No","Giving","No","Yes","Idealist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","No","No","No","P.M.","Yes","End","No","Yes","Circumstances","No","No","Yes","Yes","No","TMI","No","No","Talk","People","Yes","Yes","Yes","No","Yes","Demanding","Yes","PC","Yes","Cautious","No","Yes!","No","Space","No","Online","No","No","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","Rent","Pessimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",96,6,0.880733944954128
1172,1959,"Male","$75,000 - $100,000","Married (w/kids)","Associate's Degree","Republican","No","No","No","Yes","No","No","Public","No","Yes","No","No","Yes","No","No","Science","Study first","No","Yes","Yes","No","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","Yes","Right","Yes","Yes","Yes","Yes","A.M.","Yes","End","Yes","Yes","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Demanding","Yes","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",101,0,0.926605504587156
1173,1981,"Male","$50,000 - $74,999","Married (w/kids)","Master's Degree","Libertarian","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","No","No","Yes","Yes","Art","Try first","No","No","No","Yes","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","End","Yes","No","Me","Yes","No","No","No","Yes","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","Mac","No","Risk-friendly","No","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Yes","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes",101,0,0.926605504587156
1177,1957,"Male","over $150,000","Domestic Partners (no kids)","Bachelor's Degree","Independent","No","No","No","No","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Art","Study first","Yes","Yes","Yes","Yes","Giving","Yes","No","Idealist","Yes","No","Cool headed","Odd hours","Yes","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","Yes","Online","No","No","No","Yes","Grrr people","Yes","No","No","No","No","No","Yes","No","Yes","No","Yes","No","Own","Pessimist","Dad","No","Yes","No","No","Nope","Yes","No","Yes","Yes","No","No","Yes","Yes","No","No",98,4,0.899082568807339
1178,1987,"Female","under $25,000","Single (no kids)","Bachelor's Degree","Republican","No","Yes","No","Yes","No","No","Public","No","Yes","No","No","No","Yes","Yes","Art","Try first","No","No","Yes","No","Giving","No","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","End","Yes","Yes","Me","No","Yes","No","Yes","No","TMI","No","No","Tunes","People","No","No","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","No","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","No","No","Yes","No","No","No",100,1,0.917431192660551
1179,1990,"Female","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Independent","No","Yes","No","Yes","Yes","No","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Try first","No","No","Yes","No","Giving","Yes","No","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","No","Yes","TMI","No","No","Tunes","People","No","No","No","No","Yes","Supportive","No","Mac","No","Cautious","Yes","Yes!","No","Space","Yes","Online","No","No","Yes","No","Yay people!","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","Rent","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes",101,0,0.926605504587156
1180,1980,"Female","$25,001 - $50,000","Single (no kids)","Associate's Degree","Independent","Yes","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","Yes","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","No","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Me","No","Yes","No","Yes","No","Mysterious","Yes","No","Tunes","People","No","No","Yes","No","Yes","Supportive","No","Mac","No","Cautious","Yes","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Own","Pessimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No",101,0,0.926605504587156
1181,1950,"Female","$25,001 - $50,000","Single (w/kids)","Associate's Degree","Independent","No","No","No","No","No","Yes","Private","No","No","No","No","Yes","No","Yes","Science","Study first","No","No","No","Yes","Giving","Yes","No","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Circumstances","Yes","No","Yes","Yes","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","No","Supportive","Yes","PC","Yes","Cautious","No","Yes!","Yes","Space","No","In-person","No","No","Yes","Yes","Grrr people","No","No","No","Yes","Yes","Yes","No","No","Yes","No","No","No","Own","Pessimist","Dad","No","Yes","Yes","No","Check!","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No",99,2,0.908256880733945
1182,1998,"Male","under $25,000","Single (no kids)","Current K-12","Republican","No","No","No","No","Yes","Yes","Public","No","No","No","Yes","No","Yes","Yes","Science","Try first","Yes","Yes","No","Yes","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Yes","No","Own","Pessimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",101,0,0.926605504587156
1187,1953,"Female","$50,000 - $74,999","Single (no kids)","High School Diploma","Independent","No","Yes","No","No","Yes","Yes","Public","No","Yes","No","No","Yes","No","No","Art","Study first","No","Yes","No","Yes","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Odd hours","Yes","Happy","No","Yes","No","No","P.M.","No","Start","Yes","No","Me","No","Yes","Yes","No","No","Mysterious","No","No","Tunes","People","Yes","Yes","No","Yes","Yes","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",101,0,0.926605504587156
1190,1977,"Male","$100,001 - $150,000","Married (w/kids)","High School Diploma","Independent","No","No","No","Yes","No","No","Private","No","Yes","No","Yes","No","No","Yes","Science","Try first","Yes","Yes","Yes","Yes","Giving","No","No","Idealist","Yes","No","Cool headed","Odd hours","No","Happy","Yes","No","Yes","No","A.M.","Yes","End","Yes","No","Me","Yes","No","No","Yes","No","Mysterious","Yes","No","Tunes","Technology","Yes","No","No","Yes","No","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Rent","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",101,0,0.926605504587156
1194,1974,"Female","$50,000 - $74,999","Married (w/kids)","High School Diploma","Republican","No","No","No","No","Yes","No","Private","No","No","No","No","Yes","No","Yes","Art","Try first","No","No","No","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","No","No","TMI","No","No","Tunes","People","No","No","No","No","Yes","Demanding","Yes","Mac","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes",62,40,0.568807339449541
1197,1981,"Male","$25,001 - $50,000","Married (w/kids)","Master's Degree","Libertarian","No","Yes","No","Yes","No","Yes","Public","Yes","No","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","No","No","Giving","No","No","Pragmatist","No","Yes","Hot headed","Odd hours","No","Right","Yes","Yes","No","No","P.M.","No","Start","No","No","Me","Yes","No","Yes","No","No","Mysterious","No","Yes","Talk","Technology","Yes","No","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Socialize","No","Online","Yes","No","Yes","No","Grrr people","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","Own","Pessimist","Dad","Yes","No","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes",50,51,0.458715596330275
1198,1980,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Independent","No","Yes","No","Yes","No","No","Public","Yes","Yes","No","Yes","Yes","No","No","Science","Try first","No","No","Yes","No","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Happy","No","No","No","Yes","A.M.","No","End","No","Yes","Me","Yes","Yes","Yes","No","No","TMI","Yes","No","Talk","Technology","No","Yes","Yes","Yes","No","Demanding","No","PC","Yes","Risk-friendly","No","Umm...","Yes","Socialize","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","Yes","Rent","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes",100,1,0.917431192660551
1203,1987,"Male","under $25,000","Single (no kids)","Current Undergraduate","Independent","No","No","No","No","Yes","No","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","No","Yes","Giving","No","No","Pragmatist","Yes","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","Yes","A.M.","Yes","End","Yes","Yes","Me","No","Yes","Yes","Yes","Yes","Mysterious","No","No","Talk","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Rent","Pessimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","No","No","Yes","Yes","No","No","Yes",100,1,0.917431192660551
1206,1954,"Male","$75,000 - $100,000","Married (w/kids)","Associate's Degree","Libertarian","No","Yes","No","Yes","No","No","Public","No","Yes","No","No","No","No","No","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","A.M.","No","Start","Yes","Yes","Circumstances","No","Yes","No","Yes","No","Mysterious","Yes","Yes","Talk","Technology","No","No","Yes","Yes","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","No","No","No","No","Yes","No","Yes","Yes","No","Own","Optimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",101,0,0.926605504587156
1208,1949,"Male","over $150,000","Married (w/kids)","Doctoral Degree","Democrat","No","Yes","No","No","No","Yes","Public","Yes","Yes","No","No","Yes","Yes","Yes","Art","Study first","Yes","Yes","Yes","Yes","Receiving","Yes","No","Idealist","No","No","Hot headed","Odd hours","Yes","Right","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Me","No","Yes","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Demanding","No","Mac","No","Cautious","Yes","Yes!","No","Space","No","Online","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","No","Own","Pessimist","Dad","Yes","No","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",70,33,0.642201834862385
1212,1956,"Male","$25,001 - $50,000","Married (no kids)","High School Diploma","Republican","No","No","No","Yes","Yes","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","Yes","Yes","Idealist","No","Yes","Hot headed","Odd hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","Yes","Circumstances","No","Yes","Yes","No","Yes","Mysterious","Yes","Yes","Talk","Technology","No","No","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","No","Yes","Grrr people","Yes","Yes","No","Yes","No","No","Yes","No","No","No","Yes","Yes","Own","Optimist","Dad","Yes","Yes","No","No","Nope","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes",101,0,0.926605504587156
1214,1976,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Libertarian","Yes","No","No","Yes","No","Yes","Private","Yes","Yes","No","Yes","No","No","Yes","Science","Study first","No","Yes","No","No","Receiving","No","No","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","No","No","Yes","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","No","Yes","No","No","Yes","No","Own","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",99,2,0.908256880733945
1217,1979,"Female","$75,000 - $100,000","Single (no kids)","High School Diploma","Democrat","No","Yes","No","No","Yes","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","No","No","Yes","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","Yes","PC","No","Risk-friendly","Yes","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","Own","Optimist","Dad","Yes","Yes","Yes","No","Nope","Yes","No","No","No","No","Yes","Yes","No","No","Yes",82,19,0.752293577981651
1220,1970,"Female","$25,001 - $50,000","Single (w/kids)","Bachelor's Degree","Republican","No","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Try first","Yes","Yes","No","No","Giving","No","Yes","Idealist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","No","No","Yes","A.M.","Yes","End","Yes","No","Me","No","No","Yes","No","No","Mysterious","No","No","Talk","People","Yes","Yes","Yes","No","Yes","Supportive","Yes","PC","No","Cautious","No","Yes!","Yes","Space","No","Online","No","Yes","Yes","No","Yay people!","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No",69,32,0.63302752293578
1225,1996,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","Republican","No","Yes","No","No","No","Yes","Public","No","No","No","Yes","No","Yes","Yes","Art","Study first","No","No","No","Yes","Receiving","Yes","Yes","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","No","No","No","A.M.","Yes","End","Yes","No","Circumstances","No","No","No","No","Yes","Mysterious","No","No","Tunes","People","Yes","No","Yes","Yes","No","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","No","No","No","No","No","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Dad","No","No","No","No","Check!","Yes","No","No","No","Yes","Yes","Yes","No","Yes","No",74,27,0.678899082568807
1232,1988,"Female","under $25,000","Married (no kids)","Bachelor's Degree","Democrat","No","No","No","Yes","No","No","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","No","No","Pragmatist","No","Yes","Hot headed","Odd hours","Yes","Happy","Yes","No","Yes","Yes","P.M.","Yes","Start","Yes","Yes","Me","Yes","No","No","No","No","TMI","No","No","Tunes","Technology","No","No","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Rent","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No",93,8,0.853211009174312
1234,1956,"Male","over $150,000","Domestic Partners (no kids)","Master's Degree","Independent","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Try first","Yes","Yes","No","No","Giving","No","No","Pragmatist","No","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Me","No","Yes","Yes","Yes","Yes","Mysterious","No","No","Talk","Technology","No","No","Yes","Yes","Yes","Demanding","No","PC","No","Risk-friendly","No","Yes!","No","Space","No","Online","No","Yes","No","No","Grrr people","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","No","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes",91,11,0.834862385321101
